From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
O43914	O43914	reviewed	TYOBP_HUMAN	TYRO protein tyrosine kinase-binding protein (DNAX-activation protein 12) (Killer-activating receptor-associated protein) (KAR-associated protein)	TYROBP DAP12 KARAP	Homo sapiens (Human)	113
O43915	O43915	reviewed	VEGFD_HUMAN	Vascular endothelial growth factor D (VEGF-D) (c-Fos-induced growth factor) (FIGF)	VEGFD FIGF	Homo sapiens (Human)	354
O43916	O43916	reviewed	CHST1_HUMAN	Carbohydrate sulfotransferase 1 (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 1) (GST-1) (Keratan sulfate Gal-6 sulfotransferase) (KS6ST) (KSGal6ST) (KSST) (EC 2.8.2.21)	CHST1	Homo sapiens (Human)	411
O43924	O43924	reviewed	PDE6D_HUMAN	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta (GMP-PDE delta) (Protein p17)	PDE6D PDED	Homo sapiens (Human)	150
O43927	O43927	reviewed	CXL13_HUMAN	C-X-C motif chemokine 13 (Angie) (B cell-attracting chemokine 1) (BCA-1) (B lymphocyte chemoattractant) (CXC chemokine BLC) (Small-inducible cytokine B13)	CXCL13 BCA1 BLC SCYB13	Homo sapiens (Human)	109
O43929	O43929	reviewed	ORC4_HUMAN	Origin recognition complex subunit 4	ORC4 ORC4L	Homo sapiens (Human)	436
O43933	O43933	reviewed	PEX1_HUMAN	Peroxisomal ATPase PEX1 (EC 3.6.4.-) (Peroxin-1) (Peroxisome biogenesis disorder protein 1) (Peroxisome biogenesis factor 1)	PEX1	Homo sapiens (Human)	1283
O60216	O60216	reviewed	RAD21_HUMAN	Double-strand-break repair protein rad21 homolog (hHR21) (Nuclear matrix protein 1) (NXP-1) (SCC1 homolog) [Cleaved into: 64-kDa C-terminal product (64-kDa carboxy-terminal product) (65-kDa carboxy-terminal product)]	RAD21 HR21 KIAA0078 NXP1 SCC1	Homo sapiens (Human)	631
O60220	O60220	reviewed	TIM8A_HUMAN	Mitochondrial import inner membrane translocase subunit Tim8 A (Deafness dystonia protein 1) (X-linked deafness dystonia protein)	TIMM8A DDP DDP1 TIM8A	Homo sapiens (Human)	97
O60229	O60229	reviewed	KALRN_HUMAN	Kalirin (EC 2.7.11.1) (Huntingtin-associated protein-interacting protein) (Protein Duo) (Serine/threonine-protein kinase with Dbl- and pleckstrin homology domain)	KALRN DUET DUO HAPIP TRAD	Homo sapiens (Human)	2986
O60231	O60231	reviewed	DHX16_HUMAN	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 (EC 3.6.4.13) (ATP-dependent RNA helicase #3) (DEAH-box protein 16)	DHX16 DBP2 DDX16 KIAA0577 PRP2	Homo sapiens (Human)	1041
O60237	O60237	reviewed	MYPT2_HUMAN	Protein phosphatase 1 regulatory subunit 12B (Myosin phosphatase-targeting subunit 2) (Myosin phosphatase target subunit 2)	PPP1R12B MYPT2	Homo sapiens (Human)	982
O60237-4	O60237-4	reviewed	MYPT2_HUMAN	Isoform 4 of Protein phosphatase 1 regulatory subunit 12B (Myosin phosphatase-targeting subunit 2) (Myosin phosphatase target subunit 2)	PPP1R12B MYPT2	Homo sapiens (Human)	208
O60238	O60238	reviewed	BNI3L_HUMAN	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like (Adenovirus E1B19K-binding protein B5) (BCL2/adenovirus E1B 19 kDa protein-interacting protein 3A) (NIP3-like protein X) (NIP3L)	BNIP3L BNIP3A BNIP3H NIX	Homo sapiens (Human)	219
O60240	O60240	reviewed	PLIN1_HUMAN	Perilipin-1 (Lipid droplet-associated protein)	PLIN1 PERI PLIN	Homo sapiens (Human)	522
O60244	O60244	reviewed	MED14_HUMAN	Mediator of RNA polymerase II transcription subunit 14 (Activator-recruited cofactor 150 kDa component) (ARC150) (Cofactor required for Sp1 transcriptional activation subunit 2) (CRSP complex subunit 2) (Mediator complex subunit 14) (RGR1 homolog) (hRGR1) (Thyroid hormone receptor-associated protein complex 170 kDa component) (Trap170) (Transcriptional coactivator CRSP150) (Vitamin D3 receptor-interacting protein complex 150 kDa component) (DRIP150)	MED14 ARC150 CRSP2 CXorf4 DRIP150 EXLM1 RGR1 TRAP170	Homo sapiens (Human)	1454
O60259	O60259	reviewed	KLK8_HUMAN	Kallikrein-8 (hK8) (EC 3.4.21.118) (Neuropsin) (NP) (Ovasin) (Serine protease 19) (Serine protease TADG-14) (Tumor-associated differentially expressed gene 14 protein)	KLK8 NRPN PRSS19 TADG14 UNQ283/PRO322	Homo sapiens (Human)	260
O60260	O60260	reviewed	PRKN_HUMAN	E3 ubiquitin-protein ligase parkin (Parkin) (EC 2.3.2.31) (Parkin RBR E3 ubiquitin-protein ligase) (Parkinson juvenile disease protein 2) (Parkinson disease protein 2)	PRKN PARK2	Homo sapiens (Human)	465
O60264	O60264	reviewed	SMCA5_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SMARCA5) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5) (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (hSNF2H)	SMARCA5 SNF2H WCRF135	Homo sapiens (Human)	1052
O60266	O60266	reviewed	ADCY3_HUMAN	Adenylate cyclase type 3 (EC 4.6.1.1) (ATP pyrophosphate-lyase 3) (Adenylate cyclase type III) (AC-III) (Adenylate cyclase, olfactive type) (Adenylyl cyclase 3) (AC3)	ADCY3 KIAA0511	Homo sapiens (Human)	1144
O60285	O60285	reviewed	NUAK1_HUMAN	NUAK family SNF1-like kinase 1 (EC 2.7.11.1) (AMPK-related protein kinase 5) (ARK5) (Omphalocele kinase 1)	NUAK1 ARK5 KIAA0537 OMPHK1	Homo sapiens (Human)	661
O60293	O60293	reviewed	ZC3H1_HUMAN	Zinc finger C3H1 domain-containing protein (Coiled-coil domain-containing protein 131) (Proline/serine-rich coiled-coil protein 2)	ZFC3H1 CCDC131 KIAA0546 PSRC2	Homo sapiens (Human)	1989
O60294	O60294	reviewed	TYW4_HUMAN	tRNA wybutosine-synthesizing protein 4 (tRNA yW-synthesizing protein 4) (EC 2.1.1.290) (EC 2.3.1.231) (Leucine carboxyl methyltransferase 2) (tRNA(Phe) (7-(3-amino-3-(methoxycarbonyl)propyl)wyosine(37)-N)-methoxycarbonyltransferase) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-O)-methyltransferase)	LCMT2 KIAA0547 TYW4	Homo sapiens (Human)	686
O60306	O60306	reviewed	AQR_HUMAN	RNA helicase aquarius (EC 3.6.4.13) (Intron-binding protein of 160 kDa) (IBP160)	AQR KIAA0560	Homo sapiens (Human)	1485
O60315	O60315	reviewed	ZEB2_HUMAN	Zinc finger E-box-binding homeobox 2 (Smad-interacting protein 1) (SMADIP1) (Zinc finger homeobox protein 1b)	ZEB2 KIAA0569 SIP1 ZFHX1B ZFX1B HRIHFB2411	Homo sapiens (Human)	1214
O60331	O60331	reviewed	PI51C_HUMAN	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma (PIP5K1gamma) (PtdIns(4)P-5-kinase 1 gamma) (EC 2.7.1.68) (Type I phosphatidylinositol 4-phosphate 5-kinase gamma)	PIP5K1C KIAA0589	Homo sapiens (Human)	668
O60341	O60341	reviewed	KDM1A_HUMAN	Lysine-specific histone demethylase 1A (EC 1.14.11.-) (EC 1.14.11.65) (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2) ([histone H3]-dimethyl-L-lysine(4) FAD-dependent demethylase 1A)	KDM1A AOF2 BHC110 KDM1 KIAA0601 LSD1	Homo sapiens (Human)	852
O60343	O60343	reviewed	TBCD4_HUMAN	TBC1 domain family member 4 (Akt substrate of 160 kDa) (AS160)	TBC1D4 AS160 KIAA0603	Homo sapiens (Human)	1298
O60391	O60391	reviewed	NMD3B_HUMAN	Glutamate receptor ionotropic, NMDA 3B (GluN3B) (N-methyl-D-aspartate receptor subtype 3B) (NMDAR3B) (NR3B)	GRIN3B	Homo sapiens (Human)	1043
O60422	O60422	reviewed	ONEC3_HUMAN	One cut domain family member 3 (One cut homeobox 3) (Transcription factor ONECUT-3) (OC-3)	ONECUT3	Homo sapiens (Human)	494
O60427	O60427	reviewed	FADS1_HUMAN	Acyl-CoA (8-3)-desaturase (EC 1.14.19.44) (Delta(5) fatty acid desaturase) (D5D) (Delta(5) desaturase) (Delta-5 desaturase) (Fatty acid desaturase 1)	FADS1 FADSD5	Homo sapiens (Human)	444
O60437	O60437	reviewed	PEPL_HUMAN	Periplakin (190 kDa paraneoplastic pemphigus antigen) (195 kDa cornified envelope precursor protein)	PPL KIAA0568	Homo sapiens (Human)	1756
O60443	O60443	reviewed	GSDME_HUMAN	Gasdermin-E (Inversely correlated with estrogen receptor expression 1) (ICERE-1) (Non-syndromic hearing impairment protein 5) [Cleaved into: Gasdermin-E, N-terminal (GSDME-NT); Gasdermin-E, C-terminal (GSDME-CT)]	GSDME DFNA5 ICERE1	Homo sapiens (Human)	496
O60462	O60462	reviewed	NRP2_HUMAN	Neuropilin-2 (Vascular endothelial cell growth factor 165 receptor 2)	NRP2 VEGF165R2	Homo sapiens (Human)	931
O60469	O60469	reviewed	DSCAM_HUMAN	Cell adhesion molecule DSCAM (CHD2) (Down syndrome cell adhesion molecule)	DSCAM	Homo sapiens (Human)	2012
O60481	O60481	reviewed	ZIC3_HUMAN	Zinc finger protein ZIC 3 (Zinc finger protein 203) (Zinc finger protein of the cerebellum 3)	ZIC3 ZNF203	Homo sapiens (Human)	467
O60486	O60486	reviewed	PLXC1_HUMAN	Plexin-C1 (Virus-encoded semaphorin protein receptor) (CD antigen CD232)	PLXNC1 VESPR	Homo sapiens (Human)	1568
O60493	O60493	reviewed	SNX3_HUMAN	Sorting nexin-3 (Protein SDP3)	SNX3	Homo sapiens (Human)	162
O60494	O60494	reviewed	CUBN_HUMAN	Cubilin (460 kDa receptor) (Intestinal intrinsic factor receptor) (Intrinsic factor-cobalamin receptor) (Intrinsic factor-vitamin B12 receptor)	CUBN IFCR	Homo sapiens (Human)	3623
O60499	O60499	reviewed	STX10_HUMAN	Syntaxin-10 (Syn10)	STX10 SYN10	Homo sapiens (Human)	249
O60500	O60500	reviewed	NPHN_HUMAN	Nephrin (Renal glomerulus-specific cell adhesion receptor)	NPHS1 NPHN	Homo sapiens (Human)	1241
O60504	O60504	reviewed	VINEX_HUMAN	Vinexin (SH3-containing adapter molecule 1) (SCAM-1) (Sorbin and SH3 domain-containing protein 3)	SORBS3 SCAM1	Homo sapiens (Human)	671
O60508	O60508	reviewed	PRP17_HUMAN	Pre-mRNA-processing factor 17 (Cell division cycle 40 homolog) (EH-binding protein 3) (Ehb3) (PRP17 homolog) (hPRP17)	CDC40 EHB3 PRP17 PRPF17	Homo sapiens (Human)	579
O60512	O60512	reviewed	B4GT3_HUMAN	Beta-1,4-galactosyltransferase 3 (Beta-1,4-GalTase 3) (Beta4Gal-T3) (b4Gal-T3) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (Neolactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 3) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 3)	B4GALT3	Homo sapiens (Human)	393
O60513	O60513	reviewed	B4GT4_HUMAN	Beta-1,4-galactosyltransferase 4 (Beta-1,4-GalTase 4) (Beta4Gal-T4) (b4Gal-T4) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Lactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 4) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 4)	B4GALT4 UNQ552/PRO1109	Homo sapiens (Human)	344
O60522	O60522	reviewed	TDRD6_HUMAN	Tudor domain-containing protein 6 (Antigen NY-CO-45) (Cancer/testis antigen 41.2) (CT41.2)	TDRD6	Homo sapiens (Human)	2096
O60524	O60524	reviewed	NEMF_HUMAN	Ribosome quality control complex subunit NEMF (Antigen NY-CO-1) (Nuclear export mediator factor) (Serologically defined colon cancer antigen 1)	NEMF SDCCAG1	Homo sapiens (Human)	1076
O60543	O60543	reviewed	CIDEA_HUMAN	Lipid transferase CIDEA (Cell death activator CIDE-A) (Cell death-inducing DFFA-like effector A)	CIDEA	Homo sapiens (Human)	219
O60547	O60547	reviewed	GMDS_HUMAN	GDP-mannose 4,6 dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase) (GMD)	GMDS	Homo sapiens (Human)	372
O60551	O60551	reviewed	NMT2_HUMAN	Glycylpeptide N-tetradecanoyltransferase 2 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 2) (NMT 2) (Peptide N-myristoyltransferase 2) (Protein-lysine myristoyltransferase NMT2) (EC 2.3.1.-) (Type II N-myristoyltransferase)	NMT2	Homo sapiens (Human)	498
O60563	O60563	reviewed	CCNT1_HUMAN	Cyclin-T1 (CycT1) (Cyclin-T)	CCNT1	Homo sapiens (Human)	726
O60565	O60565	reviewed	GREM1_HUMAN	Gremlin-1 (Cell proliferation-inducing gene 2 protein) (Cysteine knot superfamily 1, BMP antagonist 1) (DAN domain family member 2) (Down-regulated in Mos-transformed cells protein) (Increased in high glucose protein 2) (IHG-2)	GREM1 CKTSF1B1 DAND2 DRM PIG2	Homo sapiens (Human)	184
O60566	O60566	reviewed	BUB1B_HUMAN	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta (EC 2.7.11.1) (MAD3/BUB1-related protein kinase) (hBUBR1) (Mitotic checkpoint kinase MAD3L) (Protein SSK1)	BUB1B BUBR1 MAD3L SSK1	Homo sapiens (Human)	1050
O60568	O60568	reviewed	PLOD3_HUMAN	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 [Includes: Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (EC 1.14.11.4) (Lysyl hydroxylase 3) (LH3); Procollagen glycosyltransferase (EC 2.4.1.50) (EC 2.4.1.66) (Galactosylhydroxylysine-glucosyltransferase) (Procollagen galactosyltransferase) (Procollagen glucosyltransferase)]	PLOD3	Homo sapiens (Human)	738
O60573	O60573	reviewed	IF4E2_HUMAN	Eukaryotic translation initiation factor 4E type 2 (eIF-4E type 2) (eIF4E type 2) (Eukaryotic translation initiation factor 4E homologous protein) (Eukaryotic translation initiation factor 4E-like 3) (eIF4E-like protein 4E-LP) (mRNA cap-binding protein 4EHP) (h4EHP) (mRNA cap-binding protein type 3)	EIF4E2 EIF4EL3	Homo sapiens (Human)	245
O60602	O60602	reviewed	TLR5_HUMAN	Toll-like receptor 5 (Toll/interleukin-1 receptor-like protein 3)	TLR5 TIL3	Homo sapiens (Human)	858
O60603	O60603	reviewed	TLR2_HUMAN	Toll-like receptor 2 (Toll/interleukin-1 receptor-like protein 4) (CD antigen CD282)	TLR2 TIL4	Homo sapiens (Human)	784
O60610	O60610	reviewed	DIAP1_HUMAN	Protein diaphanous homolog 1 (Diaphanous-related formin-1) (DRF1)	DIAPH1 DIAP1	Homo sapiens (Human)	1272
O60645	O60645	reviewed	EXOC3_HUMAN	Exocyst complex component 3 (Exocyst complex component Sec6)	EXOC3 SEC6 SEC6L1	Homo sapiens (Human)	745
O60664	O60664	reviewed	PLIN3_HUMAN	Perilipin-3 (47 kDa mannose 6-phosphate receptor-binding protein) (47 kDa MPR-binding protein) (Cargo selection protein TIP47) (Mannose-6-phosphate receptor-binding protein 1) (Placental protein 17) (PP17)	PLIN3 M6PRBP1 TIP47	Homo sapiens (Human)	434
O60669	O60669	reviewed	MOT2_HUMAN	Monocarboxylate transporter 2 (MCT 2) (Solute carrier family 16 member 7)	SLC16A7 MCT2	Homo sapiens (Human)	478
O60671	O60671	reviewed	RAD1_HUMAN	Cell cycle checkpoint protein RAD1 (hRAD1) (Rad1-like DNA damage checkpoint protein)	RAD1 REC1	Homo sapiens (Human)	282
O60673	O60673	reviewed	REV3L_HUMAN	DNA polymerase zeta catalytic subunit (EC 2.7.7.7) (Protein reversionless 3-like) (REV3-like) (hREV3)	REV3L POLZ REV3	Homo sapiens (Human)	3130
O60674	O60674	reviewed	JAK2_HUMAN	Tyrosine-protein kinase JAK2 (EC 2.7.10.2) (Janus kinase 2) (JAK-2)	JAK2	Homo sapiens (Human)	1132
O60675	O60675	reviewed	MAFK_HUMAN	Transcription factor MafK (Erythroid transcription factor NF-E2 p18 subunit)	MAFK	Homo sapiens (Human)	156
O60678	O60678	reviewed	ANM3_HUMAN	Protein arginine N-methyltransferase 3 (EC 2.1.1.319) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 3)	PRMT3 HRMT1L3	Homo sapiens (Human)	531
O60683	O60683	reviewed	PEX10_HUMAN	Peroxisome biogenesis factor 10 (EC 2.3.2.27) (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10) (RING finger protein 69)	PEX10 RNF69	Homo sapiens (Human)	326
O60701	O60701	reviewed	UGDH_HUMAN	UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)	UGDH	Homo sapiens (Human)	494
O60704	O60704	reviewed	TPST2_HUMAN	Protein-tyrosine sulfotransferase 2 (EC 2.8.2.20) (Tyrosylprotein sulfotransferase 2) (TPST-2)	TPST2	Homo sapiens (Human)	377
O60706	O60706	reviewed	ABCC9_HUMAN	ATP-binding cassette sub-family C member 9 (Sulfonylurea receptor 2)	ABCC9 SUR2	Homo sapiens (Human)	1549
O60716	O60716	reviewed	CTND1_HUMAN	Catenin delta-1 (Cadherin-associated Src substrate) (CAS) (p120 catenin) (p120(ctn)) (p120(cas))	CTNND1 KIAA0384	Homo sapiens (Human)	968
O60721	O60721	reviewed	NCKX1_HUMAN	Sodium/potassium/calcium exchanger 1 (Na(+)/K(+)/Ca(2+)-exchange protein 1) (Retinal rod Na-Ca+K exchanger) (Solute carrier family 24 member 1)	SLC24A1 KIAA0702 NCKX1	Homo sapiens (Human)	1099
O60725	O60725	reviewed	ICMT_HUMAN	Protein-S-isoprenylcysteine O-methyltransferase (EC 2.1.1.100) (Isoprenylcysteine carboxylmethyltransferase) (Prenylated protein carboxyl methyltransferase) (PPMT) (Prenylcysteine carboxyl methyltransferase) (pcCMT)	ICMT PCCMT	Homo sapiens (Human)	284
O60733	O60733	reviewed	PLPL9_HUMAN	85/88 kDa calcium-independent phospholipase A2 (CaI-PLA2) (EC 3.1.1.4) (2-lysophosphatidylcholine acylhydrolase) (EC 3.1.1.5) (Group VI phospholipase A2) (GVI PLA2) (Intracellular membrane-associated calcium-independent phospholipase A2 beta) (iPLA2-beta) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2) (Patatin-like phospholipase domain-containing protein 9) (PNPLA9)	PLA2G6 PLPLA9	Homo sapiens (Human)	806
O60741	O60741	reviewed	HCN1_HUMAN	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1 (Brain cyclic nucleotide-gated channel 1) (BCNG-1)	HCN1 BCNG1	Homo sapiens (Human)	890
O60760	O60760	reviewed	HPGDS_HUMAN	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	HPGDS GSTS PGDS PTGDS2	Homo sapiens (Human)	199
O60762	O60762	reviewed	DPM1_HUMAN	Dolichol-phosphate mannosyltransferase subunit 1 (EC 2.4.1.83) (Dolichol-phosphate mannose synthase subunit 1) (DPM synthase subunit 1) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 1) (Mannose-P-dolichol synthase subunit 1) (MPD synthase subunit 1)	DPM1	Homo sapiens (Human)	260
O60763	O60763	reviewed	USO1_HUMAN	General vesicular transport factor p115 (Protein USO1 homolog) (Transcytosis-associated protein) (TAP) (Vesicle-docking protein)	USO1 VDP	Homo sapiens (Human)	962
O60783	O60783	reviewed	RT14_HUMAN	Small ribosomal subunit protein uS14m (28S ribosomal protein S14, mitochondrial) (MRP-S14) (S14mt)	MRPS14	Homo sapiens (Human)	128
O60825	O60825	reviewed	F262_HUMAN	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 (6PF-2-K/Fru-2,6-P2ase 2) (PFK/FBPase 2) (6PF-2-K/Fru-2,6-P2ase heart-type isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]	PFKFB2	Homo sapiens (Human)	505
O60828	O60828	reviewed	PQBP1_HUMAN	Polyglutamine-binding protein 1 (PQBP-1) (38 kDa nuclear protein containing a WW domain) (Npw38) (Polyglutamine tract-binding protein 1)	PQBP1 NPW38 JM26	Homo sapiens (Human)	265
O60832	O60832	reviewed	DKC1_HUMAN	H/ACA ribonucleoprotein complex subunit DKC1 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1)	DKC1 NOLA4	Homo sapiens (Human)	514
O60841	O60841	reviewed	IF2P_HUMAN	Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)	EIF5B IF2 KIAA0741	Homo sapiens (Human)	1220
O60870	O60870	reviewed	KIN17_HUMAN	DNA/RNA-binding protein KIN17 (Binding to curved DNA) (KIN, antigenic determinant of recA protein homolog)	KIN BTCD KIN17	Homo sapiens (Human)	393
O60879	O60879	reviewed	DIAP2_HUMAN	Protein diaphanous homolog 2 (Diaphanous-related formin-2) (DRF2)	DIAPH2 DIA	Homo sapiens (Human)	1101
O60879	O60879-2	reviewed	DIAP2_HUMAN	Isoform 2 of Protein diaphanous homolog 2 (Diaphanous-related formin-2) (DRF2)	DIAPH2 DIA	Homo sapiens (Human)	1096
O60879-3	O60879-3	reviewed	DIAP2_HUMAN	Isoform 3 of Protein diaphanous homolog 2 (Diaphanous-related formin-2) (DRF2)	DIAPH2 DIA	Homo sapiens (Human)	1097
O60884	O60884	reviewed	DNJA2_HUMAN	DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14)	DNAJA2 CPR3 HIRIP4	Homo sapiens (Human)	412
O60885	O60885	reviewed	BRD4_HUMAN	Bromodomain-containing protein 4 (Protein HUNK1)	BRD4 HUNK1	Homo sapiens (Human)	1362
O60894	O60894	reviewed	RAMP1_HUMAN	Receptor activity-modifying protein 1 (Calcitonin-receptor-like receptor activity-modifying protein 1) (CRLR activity-modifying protein 1)	RAMP1	Homo sapiens (Human)	148
O60895	O60895	reviewed	RAMP2_HUMAN	Receptor activity-modifying protein 2 (Calcitonin-receptor-like receptor activity-modifying protein 2) (CRLR activity-modifying protein 2)	RAMP2	Homo sapiens (Human)	175
O60896	O60896	reviewed	RAMP3_HUMAN	Receptor activity-modifying protein 3 (Calcitonin-receptor-like receptor activity-modifying protein 3) (CRLR activity-modifying protein 3)	RAMP3	Homo sapiens (Human)	148
O60906	O60906	reviewed	NSMA_HUMAN	Sphingomyelin phosphodiesterase 2 (EC 3.1.4.12) (Lyso-platelet-activating factor-phospholipase C) (Lyso-PAF-PLC) (Neutral sphingomyelinase) (N-SMase) (nSMase) (nSMase1)	SMPD2	Homo sapiens (Human)	423
O60907	O60907	reviewed	TBL1X_HUMAN	F-box-like/WD repeat-containing protein TBL1X (SMAP55) (Transducin beta-like protein 1X) (Transducin-beta-like protein 1, X-linked)	TBL1X TBL1	Homo sapiens (Human)	577
O60909	O60909	reviewed	B4GT2_HUMAN	Beta-1,4-galactosyltransferase 2 (Beta-1,4-GalTase 2) (Beta4Gal-T2) (b4Gal-T2) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 2) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 2)	B4GALT2	Homo sapiens (Human)	372
O60921	O60921	reviewed	HUS1_HUMAN	Checkpoint protein HUS1 (hHUS1)	HUS1	Homo sapiens (Human)	280
O60925	O60925	reviewed	PFD1_HUMAN	Prefoldin subunit 1	PFDN1 PFD1	Homo sapiens (Human)	122
O60930	O60930	reviewed	RNH1_HUMAN	Ribonuclease H1 (RNase H1) (EC 3.1.26.4) (Ribonuclease H type II)	RNASEH1 RNH1	Homo sapiens (Human)	286
O60931	O60931	reviewed	CTNS_HUMAN	Cystinosin	CTNS	Homo sapiens (Human)	367
O60934	O60934	reviewed	NBN_HUMAN	Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1) (hNbs1)	NBN NBS NBS1 P95	Homo sapiens (Human)	754
